age_band,E14001211
Aged 15 years and under,18.0
Aged 16 to 24 years,9.6
Aged 25 to 34 years,12.1
Aged 35 to 49 years,18.0
Aged 50 to 64 years,22.0
Aged 65 years and over,20.3
