age_band,E14001593
Aged 15 years and under,20.6
Aged 16 to 24 years,8.2
Aged 25 to 34 years,10.7
Aged 35 to 49 years,22.1
Aged 50 to 64 years,19.9
Aged 65 years and over,18.5
