age_band,E14001176
Aged 15 years and under,20.1
Aged 16 to 24 years,12.5
Aged 25 to 34 years,15.6
Aged 35 to 49 years,20.9
Aged 50 to 64 years,16.6
Aged 65 years and over,14.3
