age_band,E14001086
Aged 15 years and under,18.6
Aged 16 to 24 years,17.2
Aged 25 to 34 years,26.0
Aged 35 to 49 years,21.3
Aged 50 to 64 years,10.9
Aged 65 years and over,6.0
