age_band,E14001102
Aged 15 years and under,24.4
Aged 16 to 24 years,12.4
Aged 25 to 34 years,13.5
Aged 35 to 49 years,20.2
Aged 50 to 64 years,16.3
Aged 65 years and over,13.2
