age_band,E14001182
Aged 15 years and under,17.1
Aged 16 to 24 years,23.2
Aged 25 to 34 years,13.9
Aged 35 to 49 years,17.2
Aged 50 to 64 years,15.0
Aged 65 years and over,13.5
