age_band,E14001363
Aged 15 years and under,16.7
Aged 16 to 24 years,8.3
Aged 25 to 34 years,9.8
Aged 35 to 49 years,16.9
Aged 50 to 64 years,21.8
Aged 65 years and over,26.5
