age_band,E14001077
Aged 15 years and under,21.7
Aged 16 to 24 years,9.5
Aged 25 to 34 years,13.7
Aged 35 to 49 years,19.9
Aged 50 to 64 years,18.7
Aged 65 years and over,16.4
