age_band,E14001175
Aged 15 years and under,13.9
Aged 16 to 24 years,12.8
Aged 25 to 34 years,30.5
Aged 35 to 49 years,20.2
Aged 50 to 64 years,15.0
Aged 65 years and over,7.6
