age_band,E14001398
Aged 15 years and under,16.5
Aged 16 to 24 years,9.0
Aged 25 to 34 years,10.3
Aged 35 to 49 years,16.7
Aged 50 to 64 years,22.8
Aged 65 years and over,24.7
