age_band,E14001457
Aged 15 years and under,17.9
Aged 16 to 24 years,9.9
Aged 25 to 34 years,11.0
Aged 35 to 49 years,19.3
Aged 50 to 64 years,20.4
Aged 65 years and over,21.5
