age_band,E14001252
Aged 15 years and under,17.3
Aged 16 to 24 years,9.3
Aged 25 to 34 years,11.7
Aged 35 to 49 years,17.5
Aged 50 to 64 years,21.2
Aged 65 years and over,23.0
