age_band,E14001307
Aged 15 years and under,18.4
Aged 16 to 24 years,9.0
Aged 25 to 34 years,13.1
Aged 35 to 49 years,18.3
Aged 50 to 64 years,21.4
Aged 65 years and over,19.9
