age_band,E14001452
Aged 15 years and under,19.8
Aged 16 to 24 years,10.4
Aged 25 to 34 years,14.1
Aged 35 to 49 years,19.0
Aged 50 to 64 years,19.6
Aged 65 years and over,17.1
