age_band,E14001408
Aged 15 years and under,17.3
Aged 16 to 24 years,9.2
Aged 25 to 34 years,14.2
Aged 35 to 49 years,19.9
Aged 50 to 64 years,19.2
Aged 65 years and over,20.1
