age_band,E14001188
Aged 15 years and under,21.8
Aged 16 to 24 years,10.8
Aged 25 to 34 years,17.8
Aged 35 to 49 years,22.9
Aged 50 to 64 years,17.4
Aged 65 years and over,9.3
