age_band,E14001201
Aged 15 years and under,17.8
Aged 16 to 24 years,8.2
Aged 25 to 34 years,10.4
Aged 35 to 49 years,19.5
Aged 50 to 64 years,21.8
Aged 65 years and over,22.3
