age_band,E14001418
Aged 15 years and under,17.4
Aged 16 to 24 years,8.9
Aged 25 to 34 years,10.8
Aged 35 to 49 years,18.8
Aged 50 to 64 years,21.5
Aged 65 years and over,22.6
