age_band,E14001466
Aged 15 years and under,22.8
Aged 16 to 24 years,11.2
Aged 25 to 34 years,14.9
Aged 35 to 49 years,18.9
Aged 50 to 64 years,17.7
Aged 65 years and over,14.4
