age_band,E14001209
Aged 15 years and under,20.3
Aged 16 to 24 years,10.7
Aged 25 to 34 years,15.0
Aged 35 to 49 years,23.9
Aged 50 to 64 years,18.0
Aged 65 years and over,12.2
