age_band,E14001465
Aged 15 years and under,20.0
Aged 16 to 24 years,8.3
Aged 25 to 34 years,10.4
Aged 35 to 49 years,19.7
Aged 50 to 64 years,20.6
Aged 65 years and over,21.0
