age_band,E14001438
Aged 15 years and under,17.9
Aged 16 to 24 years,13.7
Aged 25 to 34 years,18.6
Aged 35 to 49 years,22.9
Aged 50 to 64 years,15.4
Aged 65 years and over,11.5
