age_band,E14001141
Aged 15 years and under,21.1
Aged 16 to 24 years,9.7
Aged 25 to 34 years,12.3
Aged 35 to 49 years,20.6
Aged 50 to 64 years,19.4
Aged 65 years and over,16.9
