age_band,E14001395
Aged 15 years and under,15.0
Aged 16 to 24 years,7.6
Aged 25 to 34 years,9.7
Aged 35 to 49 years,15.7
Aged 50 to 64 years,23.2
Aged 65 years and over,28.8
