age_band,E14001386
Aged 15 years and under,17.4
Aged 16 to 24 years,7.8
Aged 25 to 34 years,10.5
Aged 35 to 49 years,17.8
Aged 50 to 64 years,22.0
Aged 65 years and over,24.5
