age_band,E14001564
Aged 15 years and under,17.8
Aged 16 to 24 years,9.3
Aged 25 to 34 years,12.9
Aged 35 to 49 years,19.3
Aged 50 to 64 years,21.6
Aged 65 years and over,19.2
