age_band,E14001492
Aged 15 years and under,17.4
Aged 16 to 24 years,9.0
Aged 25 to 34 years,12.0
Aged 35 to 49 years,17.8
Aged 50 to 64 years,22.0
Aged 65 years and over,21.8
