age_band,E14001334
Aged 15 years and under,19.2
Aged 16 to 24 years,9.4
Aged 25 to 34 years,19.1
Aged 35 to 49 years,25.3
Aged 50 to 64 years,16.1
Aged 65 years and over,10.9
