age_band,E14001225
Aged 15 years and under,23.7
Aged 16 to 24 years,11.3
Aged 25 to 34 years,13.2
Aged 35 to 49 years,21.5
Aged 50 to 64 years,18.0
Aged 65 years and over,12.3
