age_band,E14001523
Aged 15 years and under,15.8
Aged 16 to 24 years,8.9
Aged 25 to 34 years,11.4
Aged 35 to 49 years,17.7
Aged 50 to 64 years,22.3
Aged 65 years and over,23.8
