age_band,E14001203
Aged 15 years and under,16.8
Aged 16 to 24 years,8.3
Aged 25 to 34 years,11.6
Aged 35 to 49 years,18.0
Aged 50 to 64 years,21.7
Aged 65 years and over,23.6
