age_band,E14001495
Aged 15 years and under,17.2
Aged 16 to 24 years,8.2
Aged 25 to 34 years,10.3
Aged 35 to 49 years,17.6
Aged 50 to 64 years,21.8
Aged 65 years and over,24.9
