age_band,E14001260
Aged 15 years and under,16.0
Aged 16 to 24 years,11.8
Aged 25 to 34 years,27.4
Aged 35 to 49 years,22.4
Aged 50 to 64 years,14.9
Aged 65 years and over,7.5
